noncodingRNA_fam	mean_total_interactions	std_total_interactions	median_total_interactions	min_total_interactions	max_total_interactions	q1_total_interactions	q3_total_interactions	iqr_total_interactions	variance_total_interactions	mean_perfect_matches	std_perfect_matches	median_perfect_matches	min_perfect_matches	max_perfect_matches	q1_perfect_matches	q3_perfect_matches	iqr_perfect_matches	variance_perfect_matches	mean_percentage	std_percentage	median_percentage	min_percentage	max_percentage	q1_percentage	q3_percentage	iqr_percentage	variance_percentage
mir-182	3.0		3.0	3	3	3.0	3.0	0.0		0.0		0.0	0	0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	
mir-183	6.0		6.0	6	6	6.0	6.0	0.0		2.0		2.0	2	2	2.0	2.0	0.0		33.33333333333333		33.33333333333333	33.33333333333333	33.33333333333333	33.33333333333333	33.33333333333333	0.0	
mir-185	15.0		15.0	15	15	15.0	15.0	0.0		7.0		7.0	7	7	7.0	7.0	0.0		46.666666666666664		46.666666666666664	46.666666666666664	46.666666666666664	46.666666666666664	46.666666666666664	0.0	
mir-186	6.0		6.0	6	6	6.0	6.0	0.0		1.0		1.0	1	1	1.0	1.0	0.0		16.666666666666664		16.666666666666664	16.666666666666664	16.666666666666664	16.666666666666664	16.666666666666664	0.0	
mir-188	6.0		6.0	6	6	6.0	6.0	0.0		2.0		2.0	2	2	2.0	2.0	0.0		33.33333333333333		33.33333333333333	33.33333333333333	33.33333333333333	33.33333333333333	33.33333333333333	0.0	
mir-19	494.0		494.0	494	494	494.0	494.0	0.0		208.0		208.0	208	208	208.0	208.0	0.0		42.10526315789473		42.10526315789473	42.10526315789473	42.10526315789473	42.10526315789473	42.10526315789473	0.0	
mir-191	28.0		28.0	28	28	28.0	28.0	0.0		12.0		12.0	12	12	12.0	12.0	0.0		42.857142857142854		42.857142857142854	42.857142857142854	42.857142857142854	42.857142857142854	42.857142857142854	0.0	
mir-192	1.0		1.0	1	1	1.0	1.0	0.0		1.0		1.0	1	1	1.0	1.0	0.0		100.0		100.0	100.0	100.0	100.0	100.0	0.0	
mir-193	29.0		29.0	29	29	29.0	29.0	0.0		12.0		12.0	12	12	12.0	12.0	0.0		41.37931034482759		41.37931034482759	41.37931034482759	41.37931034482759	41.37931034482759	41.37931034482759	0.0	
mir-194	5.0		5.0	5	5	5.0	5.0	0.0		2.0		2.0	2	2	2.0	2.0	0.0		40.0		40.0	40.0	40.0	40.0	40.0	0.0	
mir-196	72.0		72.0	72	72	72.0	72.0	0.0		25.0		25.0	25	25	25.0	25.0	0.0		34.72222222222222		34.72222222222222	34.72222222222222	34.72222222222222	34.72222222222222	34.72222222222222	0.0	
mir-21	6.0		6.0	6	6	6.0	6.0	0.0		1.0		1.0	1	1	1.0	1.0	0.0		16.666666666666664		16.666666666666664	16.666666666666664	16.666666666666664	16.666666666666664	16.666666666666664	0.0	
mir-210	8.0		8.0	8	8	8.0	8.0	0.0		3.0		3.0	3	3	3.0	3.0	0.0		37.5		37.5	37.5	37.5	37.5	37.5	0.0	
mir-218	22.0		22.0	22	22	22.0	22.0	0.0		9.0		9.0	9	9	9.0	9.0	0.0		40.909090909090914		40.909090909090914	40.909090909090914	40.909090909090914	40.909090909090914	40.909090909090914	0.0	
mir-22	2.0		2.0	2	2	2.0	2.0	0.0		1.0		1.0	1	1	1.0	1.0	0.0		50.0		50.0	50.0	50.0	50.0	50.0	0.0	
mir-221	144.0		144.0	144	144	144.0	144.0	0.0		47.0		47.0	47	47	47.0	47.0	0.0		32.63888888888889		32.63888888888889	32.63888888888889	32.63888888888889	32.63888888888889	32.63888888888889	0.0	
mir-23	23.0		23.0	23	23	23.0	23.0	0.0		8.0		8.0	8	8	8.0	8.0	0.0		34.78260869565217		34.78260869565217	34.78260869565217	34.78260869565217	34.78260869565217	34.78260869565217	0.0	
mir-24	15.0		15.0	15	15	15.0	15.0	0.0		2.0		2.0	2	2	2.0	2.0	0.0		13.333333333333334		13.333333333333334	13.333333333333334	13.333333333333334	13.333333333333334	13.333333333333334	0.0	
mir-25	385.0		385.0	385	385	385.0	385.0	0.0		123.0		123.0	123	123	123.0	123.0	0.0		31.948051948051948		31.948051948051948	31.948051948051948	31.948051948051948	31.948051948051948	31.948051948051948	0.0	
mir-26	57.0		57.0	57	57	57.0	57.0	0.0		23.0		23.0	23	23	23.0	23.0	0.0		40.35087719298245		40.35087719298245	40.35087719298245	40.35087719298245	40.35087719298245	40.35087719298245	0.0	
mir-27	26.0		26.0	26	26	26.0	26.0	0.0		14.0		14.0	14	14	14.0	14.0	0.0		53.84615384615385		53.84615384615385	53.84615384615385	53.84615384615385	53.84615384615385	53.84615384615385	0.0	
mir-28	19.0		19.0	19	19	19.0	19.0	0.0		5.0		5.0	5	5	5.0	5.0	0.0		26.31578947368421		26.31578947368421	26.31578947368421	26.31578947368421	26.31578947368421	26.31578947368421	0.0	
mir-29	19.0		19.0	19	19	19.0	19.0	0.0		7.0		7.0	7	7	7.0	7.0	0.0		36.84210526315789		36.84210526315789	36.84210526315789	36.84210526315789	36.84210526315789	36.84210526315789	0.0	
mir-296	1.0		1.0	1	1	1.0	1.0	0.0		1.0		1.0	1	1	1.0	1.0	0.0		100.0		100.0	100.0	100.0	100.0	100.0	0.0	
mir-30	128.0		128.0	128	128	128.0	128.0	0.0		54.0		54.0	54	54	54.0	54.0	0.0		42.1875		42.1875	42.1875	42.1875	42.1875	42.1875	0.0	
mir-31	37.0		37.0	37	37	37.0	37.0	0.0		20.0		20.0	20	20	20.0	20.0	0.0		54.054054054054056		54.054054054054056	54.054054054054056	54.054054054054056	54.054054054054056	54.054054054054056	0.0	
mir-32	11.0		11.0	11	11	11.0	11.0	0.0		4.0		4.0	4	4	4.0	4.0	0.0		36.36363636363637		36.36363636363637	36.36363636363637	36.36363636363637	36.36363636363637	36.36363636363637	0.0	
mir-320	76.0		76.0	76	76	76.0	76.0	0.0		18.0		18.0	18	18	18.0	18.0	0.0		23.684210526315788		23.684210526315788	23.684210526315788	23.684210526315788	23.684210526315788	23.684210526315788	0.0	
mir-322	36.0		36.0	36	36	36.0	36.0	0.0		20.0		20.0	20	20	20.0	20.0	0.0		55.55555555555556		55.55555555555556	55.55555555555556	55.55555555555556	55.55555555555556	55.55555555555556	0.0	
mir-324	23.0		23.0	23	23	23.0	23.0	0.0		6.0		6.0	6	6	6.0	6.0	0.0		26.08695652173913		26.08695652173913	26.08695652173913	26.08695652173913	26.08695652173913	26.08695652173913	0.0	
mir-328	2.0		2.0	2	2	2.0	2.0	0.0		0.0		0.0	0	0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	
mir-33	14.0		14.0	14	14	14.0	14.0	0.0		7.0		7.0	7	7	7.0	7.0	0.0		50.0		50.0	50.0	50.0	50.0	50.0	0.0	
mir-330	1.0		1.0	1	1	1.0	1.0	0.0		0.0		0.0	0	0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	
mir-331	4.0		4.0	4	4	4.0	4.0	0.0		2.0		2.0	2	2	2.0	2.0	0.0		50.0		50.0	50.0	50.0	50.0	50.0	0.0	
mir-339	21.0		21.0	21	21	21.0	21.0	0.0		6.0		6.0	6	6	6.0	6.0	0.0		28.57142857142857		28.57142857142857	28.57142857142857	28.57142857142857	28.57142857142857	28.57142857142857	0.0	
mir-34	46.0		46.0	46	46	46.0	46.0	0.0		19.0		19.0	19	19	19.0	19.0	0.0		41.30434782608695		41.30434782608695	41.30434782608695	41.30434782608695	41.30434782608695	41.30434782608695	0.0	
mir-340	4.0		4.0	4	4	4.0	4.0	0.0		2.0		2.0	2	2	2.0	2.0	0.0		50.0		50.0	50.0	50.0	50.0	50.0	0.0	
mir-342	8.0		8.0	8	8	8.0	8.0	0.0		1.0		1.0	1	1	1.0	1.0	0.0		12.5		12.5	12.5	12.5	12.5	12.5	0.0	
mir-345	1.0		1.0	1	1	1.0	1.0	0.0		0.0		0.0	0	0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	
mir-346	1.0		1.0	1	1	1.0	1.0	0.0		1.0		1.0	1	1	1.0	1.0	0.0		100.0		100.0	100.0	100.0	100.0	100.0	0.0	
mir-361	4.0		4.0	4	4	4.0	4.0	0.0		3.0		3.0	3	3	3.0	3.0	0.0		75.0		75.0	75.0	75.0	75.0	75.0	0.0	
mir-362	4.0		4.0	4	4	4.0	4.0	0.0		2.0		2.0	2	2	2.0	2.0	0.0		50.0		50.0	50.0	50.0	50.0	50.0	0.0	
mir-365	5.0		5.0	5	5	5.0	5.0	0.0		3.0		3.0	3	3	3.0	3.0	0.0		60.0		60.0	60.0	60.0	60.0	60.0	0.0	
mir-374	14.0		14.0	14	14	14.0	14.0	0.0		6.0		6.0	6	6	6.0	6.0	0.0		42.857142857142854		42.857142857142854	42.857142857142854	42.857142857142854	42.857142857142854	42.857142857142854	0.0	
mir-375	1.0		1.0	1	1	1.0	1.0	0.0		0.0		0.0	0	0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	
mir-378	41.0		41.0	41	41	41.0	41.0	0.0		5.0		5.0	5	5	5.0	5.0	0.0		12.195121951219512		12.195121951219512	12.195121951219512	12.195121951219512	12.195121951219512	12.195121951219512	0.0	
mir-3943	1.0		1.0	1	1	1.0	1.0	0.0		0.0		0.0	0	0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	
mir-423	70.0		70.0	70	70	70.0	70.0	0.0		18.0		18.0	18	18	18.0	18.0	0.0		25.71428571428571		25.71428571428571	25.71428571428571	25.71428571428571	25.71428571428571	25.71428571428571	0.0	
mir-425	10.0		10.0	10	10	10.0	10.0	0.0		3.0		3.0	3	3	3.0	3.0	0.0		30.0		30.0	30.0	30.0	30.0	30.0	0.0	
mir-4429	1.0		1.0	1	1	1.0	1.0	0.0		0.0		0.0	0	0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	
mir-450	3.0		3.0	3	3	3.0	3.0	0.0		1.0		1.0	1	1	1.0	1.0	0.0		33.33333333333333		33.33333333333333	33.33333333333333	33.33333333333333	33.33333333333333	33.33333333333333	0.0	
mir-454	3.0		3.0	3	3	3.0	3.0	0.0		0.0		0.0	0	0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	
mir-455	10.0		10.0	10	10	10.0	10.0	0.0		2.0		2.0	2	2	2.0	2.0	0.0		20.0		20.0	20.0	20.0	20.0	20.0	0.0	
mir-4766	1.0		1.0	1	1	1.0	1.0	0.0		1.0		1.0	1	1	1.0	1.0	0.0		100.0		100.0	100.0	100.0	100.0	100.0	0.0	
mir-484	30.0		30.0	30	30	30.0	30.0	0.0		4.0		4.0	4	4	4.0	4.0	0.0		13.333333333333334		13.333333333333334	13.333333333333334	13.333333333333334	13.333333333333334	13.333333333333334	0.0	
mir-486	2.0		2.0	2	2	2.0	2.0	0.0		0.0		0.0	0	0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	
mir-497	1.0		1.0	1	1	1.0	1.0	0.0		0.0		0.0	0	0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	
mir-500	2.0		2.0	2	2	2.0	2.0	0.0		1.0		1.0	1	1	1.0	1.0	0.0		50.0		50.0	50.0	50.0	50.0	50.0	0.0	
mir-503	21.0		21.0	21	21	21.0	21.0	0.0		12.0		12.0	12	12	12.0	12.0	0.0		57.14285714285714		57.14285714285714	57.14285714285714	57.14285714285714	57.14285714285714	57.14285714285714	0.0	
mir-505	3.0		3.0	3	3	3.0	3.0	0.0		1.0		1.0	1	1	1.0	1.0	0.0		33.33333333333333		33.33333333333333	33.33333333333333	33.33333333333333	33.33333333333333	33.33333333333333	0.0	
mir-542	1.0		1.0	1	1	1.0	1.0	0.0		0.0		0.0	0	0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	
mir-548	1.0		1.0	1	1	1.0	1.0	0.0		1.0		1.0	1	1	1.0	1.0	0.0		100.0		100.0	100.0	100.0	100.0	100.0	0.0	
mir-574	2.0		2.0	2	2	2.0	2.0	0.0		0.0		0.0	0	0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	
mir-576	1.0		1.0	1	1	1.0	1.0	0.0		1.0		1.0	1	1	1.0	1.0	0.0		100.0		100.0	100.0	100.0	100.0	100.0	0.0	
mir-582	2.0		2.0	2	2	2.0	2.0	0.0		2.0		2.0	2	2	2.0	2.0	0.0		100.0		100.0	100.0	100.0	100.0	100.0	0.0	
mir-590	2.0		2.0	2	2	2.0	2.0	0.0		0.0		0.0	0	0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	
mir-615	4.0		4.0	4	4	4.0	4.0	0.0		2.0		2.0	2	2	2.0	2.0	0.0		50.0		50.0	50.0	50.0	50.0	50.0	0.0	
mir-625	5.0		5.0	5	5	5.0	5.0	0.0		0.0		0.0	0	0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	
mir-652	5.0		5.0	5	5	5.0	5.0	0.0		1.0		1.0	1	1	1.0	1.0	0.0		20.0		20.0	20.0	20.0	20.0	20.0	0.0	
mir-671	6.0		6.0	6	6	6.0	6.0	0.0		1.0		1.0	1	1	1.0	1.0	0.0		16.666666666666664		16.666666666666664	16.666666666666664	16.666666666666664	16.666666666666664	16.666666666666664	0.0	
mir-7	1.0		1.0	1	1	1.0	1.0	0.0		0.0		0.0	0	0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	
mir-708	7.0		7.0	7	7	7.0	7.0	0.0		3.0		3.0	3	3	3.0	3.0	0.0		42.857142857142854		42.857142857142854	42.857142857142854	42.857142857142854	42.857142857142854	42.857142857142854	0.0	
mir-744	19.0		19.0	19	19	19.0	19.0	0.0		9.0		9.0	9	9	9.0	9.0	0.0		47.368421052631575		47.368421052631575	47.368421052631575	47.368421052631575	47.368421052631575	47.368421052631575	0.0	
mir-769	1.0		1.0	1	1	1.0	1.0	0.0		0.0		0.0	0	0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	
mir-874	3.0		3.0	3	3	3.0	3.0	0.0		2.0		2.0	2	2	2.0	2.0	0.0		66.66666666666666		66.66666666666666	66.66666666666666	66.66666666666666	66.66666666666666	66.66666666666666	0.0	
mir-877	1.0		1.0	1	1	1.0	1.0	0.0		0.0		0.0	0	0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	
mir-9	12.0		12.0	12	12	12.0	12.0	0.0		8.0		8.0	8	8	8.0	8.0	0.0		66.66666666666666		66.66666666666666	66.66666666666666	66.66666666666666	66.66666666666666	66.66666666666666	0.0	
mir-95	4.0		4.0	4	4	4.0	4.0	0.0		2.0		2.0	2	2	2.0	2.0	0.0		50.0		50.0	50.0	50.0	50.0	50.0	0.0	
mir-96	5.0		5.0	5	5	5.0	5.0	0.0		1.0		1.0	1	1	1.0	1.0	0.0		20.0		20.0	20.0	20.0	20.0	20.0	0.0	
